Black-footed Albatross_222 ['Black-and-white Stork', 'Black-necked Stork', 'Gannet']
Baltimore Oriole_574 ['Black-throated Bushtit', 'Blackburnian Warbler', 'Black-capped Chickadee']
Baltimore Oriole_575 ['Yellow-throated Warbler', 'Blackburnian Warbler', 'Black-throated Green Warbler']
Hooded Oriole_468 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Black-and-white Warbler']
Hooded Oriole_469 ['Black-and-white Warbler', 'White-breasted Nuthatch', 'Black-capped Chickadee']
Hooded Oriole_470 ['Yellow Warbler', 'American Goldfinch', 'Yellow-breasted Chat']
Orchard Oriole_432 ['Yellow Warbler', 'Pine Warbler', 'Blackburnian Warbler']
Orchard Oriole_433 ['Black-throated Blue Warbler', 'Blackpoll Warbler', 'Black-throated Green Warbler']
Orchard Oriole_434 ['Yellow Warbler', 'Goldfinch', "Wilson's Warbler"]
Scott Oriole_354 ['Brown Thrasher', 'White-breasted Nuthatch', 'House Sparrow']
Scott Oriole_355 ['White-breasted Nuthatch', 'Brown-headed Nuthatch', 'Black-and-white Warbler']
Scott Oriole_356 ['House Sparrow', 'Song Sparrow', 'Savannah Sparrow']
Ovenbird_210 ['Brown Pelican', 'American White Pelican', 'Peruvian Pelican']
Ovenbird_211 ['Brown Pelican', 'Peruvian Pelican', 'Australian Pelican']
Ovenbird_212 ['Great Blue Heron', 'Northern Gannet', 'Brown Pelican']
Brown Pelican_291 ['Great White Pelican', 'American White Pelican', 'Dalmatian Pelican']
Brown Pelican_292 ['American White Pelican', 'Australian Pelican', 'Great White Pelican']
Brown Pelican_293 ['American White Pelican', 'Great White Pelican', 'Australian Pelican']
White Pelican_162 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Gray-headed Nuthatch']
White Pelican_163 ['Black-capped Chickadee', 'Carolina Chickadee', 'Tufted Titmouse']
White Pelican_164 ['Black-and-white Warbler', 'Black-throated Blue Warbler', 'Black-capped Chickadee']
Western-Wood Pewee_111 ['Black-and-White Warbler', 'Common Kingfisher', 'Blue-throated Hummingbird']
Western-Wood Pewee_112 ['Brown Crested Flycatcher', 'Brown-headed Cowbird', 'Brown Thrasher']
Western-Wood Pewee_113 ['Black-capped Chickadee', 'Black and White Warbler', 'White-breasted Nuthatch']
Sayornis_234 ['Song Sparrow', 'Savannah Sparrow', 'Horned Lark']
Sayornis_235 ['White-crowned Sparrow', 'Song Sparrow', 'Savannah Sparrow']
Sayornis_236 ['Sandpiper', 'Sparrow', 'Pipit']
American Pipit_249 ['Rock Sparrow', 'Northern Wheatear', 'Canyon Wren']
American Pipit_250 ['Tree Swallow', 'European Starling', 'Brown-headed Cowbird']
American Pipit_251 ['Tanager', 'Black-and-white Warbler', 'Scarlet Tanager']
Whip-poor Will_438 ['Black-necked Swan (Cygnus melancoryphus)', 'Pied-billed Grebe (Podilymbus podiceps)', 'Black Scoter (Melanitta americana)']
Whip-poor Will_439 ['Atlantic Puffin', 'Horned Puffin', 'Tufted Puffin']
Whip-poor Will_440 ['Black-necked Stilt', 'Black-bellied Plover', 'Black Turnstone.']
Horned Puffin_303 ['American Crow', 'Northwestern Crow', 'Fish Crow']
Horned Puffin_304 ['American Crow', 'Carrion Crow', 'Hooded Crow']
Horned Puffin_305 ['American Crow', 'Northwestern Crow', 'Common Raven']
Common Raven_252 ['American Crow', 'Common Raven', 'Northwestern Crow']
Common Raven_253 ['Crow', 'Blackbird', 'Starling']
Common Raven_254 ['Hooded Crow', 'Carrion Crow', 'Northwestern Crow']
White-necked Raven_417 ['Yellow-rumped Warbler', 'Black-capped Chickadee', 'Blackburnian Warbler']
White-necked Raven_418 ['Baltimore Oriole', 'Blackpoll Warbler', 'Blackburnian Warbler']
White-necked Raven_419 ['Black-throated Warbler', 'Blackburnian Warbler', 'Blackpoll Warbler']
American Redstart_315 ['Sparrow', 'Black-capped Chickadee', 'Black-throated Sparrow']
American Redstart_316 ['Black-and-white Warbler', 'Pied Wagtail', 'American Avocet']
American Redstart_317 ['Greater Roadrunner', 'Lesser Roadrunner', 'Black-throated Roadrunner']
Geococcyx_567 ['Western Meadowlark', 'Horned Lark', 'Savannah Sparrow']
Geococcyx_568 ['Black-capped Chickadee', 'Eurasian Magpie', 'Eastern Kingbird']
Geococcyx_569 ['Dark-eyed Junco ', 'White-winged Junco ', 'Oregon Junco']
Loggerhead Shrike_450 ['Black-and-white Warbler', 'European Pied Flycatcher', 'White-breasted Nuthatch']
Loggerhead Shrike_451 ['Black-capped Chickadee', 'Black-throated Sparrow', 'Black-and-white Warbler']
Loggerhead Shrike_452 ['Black and White Warbler', 'Black-headed Gull', 'Blue-gray Gnatcatcher']
Great-Grey Shrike_45 ['Meadowlark', 'Pipit', 'Sparrow']
Great-Grey Shrike_46 ['White-crowned Sparrow', 'White-throated Sparrow', 'Savannah Sparrow']
Great-Grey Shrike_47 ['White-crowned Sparrow', 'Brown-headed Cowbird', 'Lark Sparrow']
Baird Sparrow_381 ['White-crowned Sparrow', 'Black-throated Sparrow', "Brewer's Sparrow"]
Baird Sparrow_382 ['Black-and-white Warbler', 'Black-throated Blue Warbler', 'Black-capped Chickadee']
Baird Sparrow_383 ['Black-crested Titmouse', 'Black-throated Sparrow', 'Black-chinned Sparrow']
Black-throated Sparrow_510 ['Desert Sparrow', 'White-crowned Sparrow', 'Brown-headed Cowbird']
Black-throated Sparrow_511 ['White-crowned Sparrow', 'Song Sparrow', 'Chipping Sparrow']
Black-throated Sparrow_512 ['Desert Sparrow', 'Brown-Backed Finch', 'White-Bellied Flycatcher']
Brewer Sparrow_399 ['House Sparrow', 'Song Sparrow', 'Savannah Sparrow']
Brewer Sparrow_400 ['Eastern Bluebird', 'Indigo Bunting', 'Blue Grosbeak']
Brewer Sparrow_401 ['House Sparrow', 'Song Sparrow', 'White-crowned Sparrow']
Chipping Sparrow_576 ['Brown-headed Nuthatch', 'White-breasted Nuthatch', 'Song Sparrow']
Chipping Sparrow_577 ['Sparrow', 'Warbler', 'Chickadee']
Chipping Sparrow_578 ['Ted Ardley Sparrow', 'Grassland Slatybird', 'Yellow-billed Crane']
Clay-colored Sparrow_444 ['White-crowned Sparrow', 'Song Sparrow', 'Savannah Sparrow']
Clay-colored Sparrow_445 ['House Sparrow', 'Song Sparrow', 'White-crowned Sparrow']
Clay-colored Sparrow_446 ['House Sparrow (Passer domesticus)', 'Song Sparrow (Melospiza melodia)', 'White-crowned Sparrow (Zonotrichia leucophrys)']
House Sparrow_3 ['Song Sparrow', 'White-crowned Sparrow', 'Chipping Sparrow']
House Sparrow_4 ['Song Sparrow ', 'White-crowned Sparrow', 'Chipping Sparrow']
House Sparrow_5 ['Song Sparrow', 'Savannah Sparrow', 'White-crowned Sparrow']
Field Sparrow_39 ['White-breasted Nuthatch', 'Black-capped Chickadee', 'House Sparrow']
Field Sparrow_40 ['Sparrow', 'Finch', 'Warbler']
Field Sparrow_41 ['Brown-headed Nuthatch', 'Canyon Wren', 'Rock Wren']
Fox Sparrow_129 ['House Sparrow', 'Song Sparrow', 'Savannah Sparrow']
Fox Sparrow_130 ['Western Meadowlark', 'Savannah Sparrow', 'Eastern Kingbird']
Fox Sparrow_131 ['Yellow Warbler', 'Savannah Sparrow', 'American Pipit']
Grasshopper Sparrow_459 ['White-breasted Nuthatch', 'Brown Creeper', 'Black-capped Chickadee']
Grasshopper Sparrow_460 ['Black-capped Chickadee', 'Black-and-white Warbler', 'White-breasted Nuthatch']
Grasshopper Sparrow_461 ['White-crowned Sparrow', 'Brown Creeper', 'Snow Bunting']
Harris Sparrow_180 ['Song Sparrow', 'Chipping Sparrow', 'Savannah Sparrow']
Harris Sparrow_181 ['Song Sparrow', 'White-crowned Sparrow', 'House Wren']
Harris Sparrow_182 ['Savannah Sparrow', 'Song Sparrow', 'Vesper Sparrow']
Henslow Sparrow_231 ['House Sparrow', 'Song Sparrow', 'White-crowned Sparrow']
Henslow Sparrow_232 ['American Pipit', 'Savannah Sparrow', 'Horned Lark']
Henslow Sparrow_233 ['Song Sparrow', 'House Sparrow', 'White-crowned Sparrow']
Le-Conte Sparrow_330 ['Brown Thrasher', 'Song Sparrow', 'Common Yellowthroat']
Le-Conte Sparrow_331 ['Brown Thrasher', 'Song Sparrow', 'Brown-headed Cowbird']
Le-Conte Sparrow_332 ['Brown Thrasher', 'House Wren', 'Carolina Wren']
Lincoln Sparrow_228 ['Brown-headed Sparrow', 'Striped Woodlark', 'Solitary Warbler']
Lincoln Sparrow_229 ['Brown Thrasher', 'Song Sparrow', 'Field Sparrow']
Lincoln Sparrow_230 ['Reed Bunting', 'Sedge Warbler', 'Marsh Wren']
Nelson-Sharp-tailed Sparrow_216 ['Blackburnian Warbler', 'Blackpoll Warbler']
Nelson-Sharp-tailed Sparrow_217 ['Yellow Warbler', 'Marsh Wren', 'Sedge Wren']
Nelson-Sharp-tailed Sparrow_218 ['Desert Sparrow', 'Sandpiper', 'Sparrowhawk']
Savannah Sparrow_537 ['Yellow Warbler', 'Song Sparrow', 'Savannah Sparrow']
Savannah Sparrow_538 ['American Goldfinch', 'Dark-eyed Junco', 'Savannah Sparrow']
Savannah Sparrow_539 ['Yellow Warbler', 'Savannah Sparrow', 'American Goldfinch']
Seaside Sparrow_357 ['White-breasted Nuthatch', 'European Starling', 'Brown-headed Nuthatch']
Seaside Sparrow_358 ['Brown Thrasher', 'Song Sparrow', 'House Wren']
Seaside Sparrow_359 ['House Sparrow ', 'Song Sparrow', 'Chipping Sparrow']
Song Sparrow_555 ['House Sparrow', 'White-crowned Sparrow', 'Song Sparrow']
Song Sparrow_556 ['Sparrow', 'Warbler', 'Finch']
Song Sparrow_557 ['White-breasted Nuthatch', 'Red-headed Woodpecker', 'Song Sparrow']
Tree Sparrow_240 ['American Pipit', 'Savannah Sparrow', "Smith's Longspur"]
Tree Sparrow_241 ['Sparrow', 'Barn swallow', 'European starling']
Tree Sparrow_242 ['House Sparrow', 'Song Sparrow', 'House Finch']
Vesper Sparrow_402 ['White-breasted Nuthatch', 'White-crowned Sparrow', 'Black-capped Chickadee']
Vesper Sparrow_403 ['Sparrow', 'Dunnock', 'Lark']
Vesper Sparrow_404 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Black-and-white Warbler']
White-crowned Sparrow_477 ['Yellow Warbler', 'American Goldfinch', 'Black-capped Chickadee']
White-crowned Sparrow_478 ['White-breasted Nuthatch', 'Black-capped Chickadee', 'Brown Creeper']
White-crowned Sparrow_479 ['White-crowned Sparrow', 'Song Sparrow', 'Chipping Sparrow']
White-throated Sparrow_366 ['Eastern Bluebird (Sialia sialis)', 'Indigo Bunting (Passerina cyanea)', 'Blue Jay (Cyanocitta cristata)']
White-throated Sparrow_367 ['Blue Jay', 'Mountain Bluebird', 'Western Bluebird']
White-throated Sparrow_368 ['Blue Jay', 'Mountain Bluebird', 'Blue Rock Thrush']
Cape-Glossy Starling_414 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Downy Woodpecker']
Cape-Glossy Starling_415 ['Barn Swallow', 'Tree Swallow', 'Eastern Bluebird']
Cape-Glossy Starling_416 ['Black-and-white Warbler', 'Pied Flycatcher', 'Eastern Phoebe']
Bank Swallow_99 ['Eastern Bluebird', 'Tree Swallow', 'Black-and-white Warbler']
Bank Swallow_100 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Tree Swallow']
Bank Swallow_101 ['Blue Jay', 'Tree Swallow', 'Eastern Bluebird']
Barn Swallow_54 ['White-crowned Sparrow (Zonotrichia leucophrys)', 'Tree Swallow (Tachycineta bicolor)', 'Barn Swallow (Hirundo rustica)']
Barn Swallow_55 ['Barn Swallow', 'Tree Swallow', 'House Sparrow']
Barn Swallow_56 ['House Sparrow', 'European Starling', 'White-crowned Sparrow']
Cliff Swallow_18 ['Tree Swallow', 'Barn Swallow', 'Violet-green Swallow']
Cliff Swallow_19 ['Blue Jay', 'Eastern Bluebird', 'Mountain Bluebird']
Cliff Swallow_20 ['Eastern Bluebird (Sialia sialis)', 'Mountain Bluebird (Sialia currucoides)', 'Indigo Bunting (Passerina cyanea)']
Tree Swallow_336 ['Scarlet Tanager', 'Vermilion Flycatcher', 'Red-headed Woodpecker']
Tree Swallow_337 ['Red-headed Finch', 'Scarlet Tanager', 'Vermilion Flycatcher']
Tree Swallow_338 ['Red-winged Blackbird', 'Scarlet Tanager', 'Northern Cardinal']
Scarlet Tanager_102 ['Northern Cardinal', 'Scarlet Tanager', 'Vermilion Flycatcher']
Scarlet Tanager_103 ['Red-breasted Nuthatch', 'Vermilion Flycatcher', 'Scarlet Tanager']
Scarlet Tanager_104 ['Red-winged Blackbird', 'Northern Cardinal', 'House Finch']
Summer Tanager_96 ['White-crowned Sparrow', 'Bobolink', 'American Pipit']
Summer Tanager_97 ['Common Tern', 'Arctic Tern', "Forster's Tern"]
Summer Tanager_98 ['Common Tern', 'Black Guillemot', 'Ruddy Turnstone']
Artic Tern_369 ['Black Guillemot', 'Snow Bunting', 'Rock Sandpiper']
Artic Tern_370 ['Black-necked Stilt', 'Black Skimmer', 'Sooty Tern']
Artic Tern_371 ['Common Gull', 'Herring Gull', 'Ring-billed Gull']
Black Tern_132 ['Herring Gull', 'Western Gull', 'California Gull']
Black Tern_133 ['Great Egret', 'Snowy Egret', 'Glaucous-winged Gull']
Black Tern_134 ['Black Skimmer', 'Sanderling', 'Snowy Plover']
Caspian Tern_237 ['Common Tern', 'Arctic Tern', "Forster's Tern"]
Caspian Tern_238 ['Black-legged Kittiwake', 'Black-headed Gull', 'Red-billed Tropicbird']
Caspian Tern_239 ['Common Tern', 'Black Skimmer', 'Royal Tern']
Common Tern_348 ['Arctic Tern', 'Common Tern', 'Roseate Tern']
Common Tern_349 ['Arctic Tern', 'Roseate Tern', 'Common Tern']
Common Tern_350 ['Common Tern', 'Arctic Tern', 'Roseate Tern']
Elegant Tern_393 ['Little Egret', 'Snowy Egret', 'Cattle Egret']
Elegant Tern_394 ['Black-headed Gull', 'Black Skimmer', 'Common Tern']
Elegant Tern_395 ['Common Tern', 'Black-headed Gull', 'Mute Swan']
Forsters Tern_426 ['Black-necked Stilt', 'Snowy Plover', "Wilson's Plover"]
Forsters Tern_427 ['Least Tern', 'Forsters Tern', 'Forsters Tern']
Forsters Tern_428 ['Black-capped Chickadee', 'Pied Wagtail', 'American Oystercatcher']
Least Tern_441 ['Green-backed Finch', 'Solitary Sandpiper', 'Green Warbler']
Least Tern_442 ['Red-headed Finch', 'Red-breasted Nuthatch', 'Gray-cheeked Thrush']
Least Tern_443 ['Red-headed Finch', 'Red-crowned Woodpecker', 'Red-breasted Nuthatch']
Green-tailed Towhee_321 ['Sparrow', 'Brown Thrasher', 'Savannah Sparrow']
Green-tailed Towhee_322 ['Carolina Wren', 'House Wren', 'Winter Wren']
Green-tailed Towhee_323 ['Spotted Towhee', 'Song Sparrow', 'House Finch']
Brown Thrasher_105 ['White-winged Dipper', 'Brown-backed Chat-Tyrant', 'Common Rock Thrush']
Brown Thrasher_106 ['Song Sparrow', 'American Robin', 'Cedar Waxwing']
Brown Thrasher_107 ['White-cheeked Lark', 'Desert Lark', 'Horned Lark']
Sage Thrasher_375 ['Black-and-white Warbler', 'White-crowned Sparrow', 'Black-throated Green Warbler']
Sage Thrasher_376 ['Green Cheeked Amazon', 'Green Honeycreeper', 'Green Jay']
Sage Thrasher_377 ['Black-and-white Warbler', 'Black-throated Sparrow', 'Blackpoll Warbler']
Black-capped Vireo_594 ['Yellow Warbler', 'Black-throated Warbler', 'Black-capped Chickadee']
Black-capped Vireo_595 ['Yellow-rumped Warbler', 'Black-capped Chickadee', 'Pine Siskin']
Black-capped Vireo_596 ['White-crowned Sparrow', 'Black-and-white Warbler', 'Tennessee Warbler']
Blue-headed Vireo_261 ['Yellow Warbler', 'Black-capped Chickadee', 'American Goldfinch']
Blue-headed Vireo_262 ['Yellow Warbler', 'Goldfinch', "Wilson's Warbler"]
Blue-headed Vireo_263 ['American Goldfinch', 'Black-capped Chickadee', 'Pine Warbler']
Philadelphia Vireo_288 ['Green-cheeked Parakeet', 'Green Honeycreeper', 'Green Hermit']
Philadelphia Vireo_289 ['White-crowned Sparrow', 'Yellow Warbler', 'Eastern Phoebe']
Philadelphia Vireo_290 ['Green-cheeked Parakeet', 'White-winged Parakeet', 'Green-throated Parakeet']
Red-eyed Vireo_66 ['Green-cheeked Amazon Parrot', 'Green Honeycreeper', 'Green-backed Trogon']
Red-eyed Vireo_67 ['White-breasted Nuthatch', 'Black-capped Chickadee', 'Tufted Titmouse']
Red-eyed Vireo_68 ['Green-backed Finch', 'Green Warbler', 'Green Jay']
Warbling Vireo_480 ['Yellow Warbler', 'Green-backed Flycatcher', 'Olive-sided Flycatcher']
Warbling Vireo_481 ['Green-cheeked Amazon Parrot', 'Green Honeycreeper', 'Green-backed Firecrown']
Warbling Vireo_482 ['Yellow-throated Warbler', 'Yellow-breasted Chat', 'Yellow Warbler']
White-eyed Vireo_69 ['Yellow Warbler', 'Blackburnian Warbler', 'Black-throated Green Warbler']
White-eyed Vireo_70 ['Yellow-rumped Warbler', 'Blackburnian Warbler', 'American Goldfinch']
White-eyed Vireo_71 ['Yellow Warbler', 'American Goldfinch', 'Prothonotary Warbler']
Yellow-throated Vireo_519 ['Black-and-White Warbler', 'Eastern Phoebe', 'Blue-gray Gnatcatcher']
Yellow-throated Vireo_520 ['Red-headed Woodpecker', 'Scarlet Tanager', 'Northern Cardinal']
Yellow-throated Vireo_521 ['Red-breasted Finch', 'Rufous-sided Towhee', 'Scarlet Tanager']
Bay-breasted Warbler_57 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Black-and-white Warbler']
Bay-breasted Warbler_58 ['Black-and-White Warbler', 'Pied Wagtail', 'Black-capped Chickadee']
Bay-breasted Warbler_59 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Black-and-white Warbler']
Black-and-white Warbler_21 ['Black-and-white Warbler', 'Black-throated Sparrow', 'Black-capped Chickadee']
Black-and-white Warbler_22 ['Blue Tit', 'Mountain Bluebird', 'Eastern Bluebird']
Black-and-white Warbler_23 ['Blue Tit', 'Black-capped Chickadee', 'Mountain Chickadee']
Black-throated-Blue Warbler_78 ['American Goldfinch ', 'Yellow Warbler ', 'Yellow-throated Vireo']
Black-throated-Blue Warbler_79 ['Yellow Warbler', 'Yellow-throated Vireo', "Wilson's Warbler"]
Black-throated-Blue Warbler_80 ['American Goldfinch', 'Prothonotary Warbler', 'Yellow Warbler']
Blue-winged Warbler_117 ['Yellow Warbler', 'American Goldfinch', 'Blackburnian Warbler']
Blue-winged Warbler_118 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Blue-winged Warbler_119 ['American Goldfinch', 'Yellow Warbler', 'Pine Warbler']
Canada Warbler_561 ['Yellow Warbler', 'Blackburnian Warbler', 'Prothonotary Warbler']
Canada Warbler_562 ['Yellow Warbler', 'American Goldfinch', 'Prothonotary Warbler']
Canada Warbler_563 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Cape-May Warbler_390 ['Blue Jay', 'White-crowned Sparrow', 'Black-throated Blue Warbler']
Cape-May Warbler_391 ['Blue Jay', 'Eastern Bluebird', 'Indigo Bunting']
Cape-May Warbler_392 ['Blue Jay', 'Eastern Kingbird', 'Mangrove Cuckoo']
Cerulean Warbler_0 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Yellow Warbler']
Cerulean Warbler_1 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Yellow Warbler']
Cerulean Warbler_2 ['Black-and-white Warbler', 'Yellow Warbler', 'Black-throated Green Warbler']
Chestnut-sided Warbler_405 ['Yellow-crowned Night-Heron', 'Black-crowned Night-Heron', 'Little Egret']
Chestnut-sided Warbler_406 ['Yellow Warbler', 'American Goldfinch', 'Northern Parula']
Chestnut-sided Warbler_407 ['Yellow-headed Blackbird', 'Yellow Warbler', 'Prothonotary Warbler']
Golden-winged Warbler_597 ['American Goldfinch', 'Yellow Warbler', 'Common Yellowthroat']
Golden-winged Warbler_598 ['Yellow Warbler', 'American Goldfinch', 'Common Yellowthroat']
Golden-winged Warbler_599 ['Yellow Warbler', 'American Goldfinch', 'Willow Warbler']
Hooded Warbler_15 ['Yellow Warbler', 'American Goldfinch', 'Blackburnian Warbler']
Hooded Warbler_16 ['Yellow Warbler', 'American Goldfinch', 'Common Yellowthroat']
Hooded Warbler_17 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Kentucky Warbler_552 ['Blackburnian Warbler', 'Black-throated Green Warbler', 'Yellow Warbler']
Kentucky Warbler_553 ['Black-throated Sparrow', 'Yellow Warbler', 'Blackburnian Warbler']
Kentucky Warbler_554 ['Yellow Warbler', 'Pine Warbler', 'Black-throated Green Warbler']
Magnolia Warbler_126 ['American Goldfinch', 'Yellow Warbler', "Wilson's Warbler"]
Magnolia Warbler_127 ['Yellow Warbler', 'American Goldfinch', 'Common Chiffchaff']
Magnolia Warbler_128 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Mourning Warbler_351 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Mourning Warbler_352 ['Yellow Warbler', 'American Goldfinch', 'Common Yellowthroat']
Mourning Warbler_353 ['Yellow Warbler', 'American Goldfinch', 'Common Chiffchaff']
Myrtle Warbler_285 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Myrtle Warbler_286 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Myrtle Warbler_287 ['Yellow Warbler', 'Blackburnian Warbler', 'Black-throated Green Warbler']
Nashville Warbler_171 ['Green Warbler', 'Green Finch', 'Green Honeycreeper']
Nashville Warbler_172 ['Green-backed Finch', 'Yellow-breasted Chat', 'Green-headed Tanager']
Nashville Warbler_173 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Orange-crowned Warbler_474 ['Yellow-breasted Chat', 'Yellow Warbler', 'Common Yellowthroat']
Orange-crowned Warbler_475 ['Yellow Warbler', 'Cape May Warbler', 'Pine Warbler']
Orange-crowned Warbler_476 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Palm Warbler_84 ['Yellow Warbler', 'American Goldfinch', 'Yellow-throated Warbler']
Palm Warbler_85 ['Yellow Warbler', 'American Goldfinch', 'Common Yellowthroat']
Palm Warbler_86 ['Gray-cheeked Thrush', 'Blue-gray Gnatcatcher', 'White-crowned Sparrow']
Pine Warbler_204 ['American Goldfinch', 'Yellow Warbler', 'Blackburnian Warbler']
Pine Warbler_205 ['American Goldfinch', 'Yellow Warbler', 'Yellow-rumped Warbler']
Pine Warbler_206 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Prairie Warbler_246 ['Yellow Warbler', 'American Goldfinch', 'Yellow-bellied Flycatcher']
Prairie Warbler_247 ['Yellow-bellied Sapsucker', 'Savannah Sparrow', 'Yellow Warbler']
Prairie Warbler_248 ['Yellow Warbler', 'American Goldfinch', 'Prothonotary Warbler']
Prothonotary Warbler_273 ['Common Sparrow', 'Song Thrush', 'Willow Warbler']
Prothonotary Warbler_274 ['Sparrow', 'Song Thrush', 'Common Chiffchaff']
Prothonotary Warbler_275 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Swainson Warbler_465 ['White-breasted Nuthatch', 'American Goldfinch', 'Black-throated Blue Warbler']
Swainson Warbler_466 ['Green-backed Swallow', 'Yellow-bellied Flycatcher', 'Thrush Greenfinchs']
Swainson Warbler_467 ['Green-backed Flycatcher', 'Green Jay', 'Green Honeycreeper']
Tennessee Warbler_189 ['Yellow Warbler', 'American Goldfinch', 'Common Chiffchaff']
Tennessee Warbler_190 ['American Goldfinch', 'Yellow Warbler', 'Eastern Meadowlark']
Tennessee Warbler_191 ['Yellow Warbler', 'American Goldfinch', 'Common Yellowthroat']
Wilson Warbler_489 ['Green-backed Goldfinch', 'Olive-backed Sunbird', 'Yellow-browed Warbler']
Wilson Warbler_490 ['Yellow Warbler', 'American Goldfinch', 'Blackburnian Warbler']
Wilson Warbler_491 ['White-winged Fairywren', 'Black-and-white Warbler', 'Brown-capped Rosy-Finch']
Worm-eating Warbler_174 ['Yellow Warbler', 'American Goldfinch', "Wilson's Warbler"]
Worm-eating Warbler_175 ['American Goldfinch', 'Yellow Warbler', 'Yellow-throated Vireo']
Worm-eating Warbler_176 ['Yellow Warbler', 'American Goldfinch', 'Common Chaffinch']
Yellow Warbler_435 ['Brown Thrasher', 'House Finch', 'Song Sparrow']
Yellow Warbler_436 ['Black-crowned Night Heron', 'Common Moorhen', 'Pied-billed Grebe']
Yellow Warbler_437 ['Marsh Wren', 'Common Yellowthroat', 'Sedge Wren']
Northern Waterthrush_504 ['Green-cheeked Amazon Parrot', 'American Goldfinch', 'Blackburnian Warbler']
Northern Waterthrush_505 ['American Bittern', 'Sandhill Crane', 'Sora Rail']
Northern Waterthrush_506 ['Black-capped Chickadee', 'Song Sparrow', 'American Goldfinch']
Louisiana Waterthrush_30 ['White-breasted Nuthatch', 'Brown-headed Nuthatch', 'American Goldfinch']
Louisiana Waterthrush_31 ['Yellow Warbler', 'White-crowned Sparrow', 'Blackburnian Warbler']
Louisiana Waterthrush_32 ['Waxwing', 'Crested Titmouse', 'Brown Creeper']
Bohemian Waxwing_93 ['Brown Crested Kingfisher', 'White-throated Sparrow', 'Black-and-white Warbler']
Bohemian Waxwing_94 ['Yellow Warbler', 'Blue Grosbeak', 'Eastern Bluebird']
Bohemian Waxwing_95 ['Cedar Waxwing (Bombycilla cedrorum)', 'Bohemian Waxwing (Bombycilla garrulus)', 'Japanese Waxwing (Bombycilla japonica)']
Cedar Waxwing_159 ['Downy Woodpecker', 'Hairy Woodpecker', 'Northern Flicker']
Cedar Waxwing_160 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Black-and-white Warbler']
Cedar Waxwing_161 ['Downy Woodpecker', 'Hairy Woodpecker', 'Red-headed Woodpecker']
American-Three-toed Woodpecker_318 ['Red-headed Woodpecker', 'Pileated Woodpecker', 'Downy Woodpecker']
American-Three-toed Woodpecker_319 ['Red-bellied Woodpecker', 'Northern Flicker', 'Pileated Woodpecker']
American-Three-toed Woodpecker_320 ['Red-headed Woodpecker', 'Red-bellied Woodpecker', 'Pileated Woodpecker']
Pileated Woodpecker_27 ['Red-bellied Woodpecker', 'Red-headed Woodpecker', 'Red-naped Sapsucker']
Pileated Woodpecker_28 ['Red-bellied Woodpecker', 'Downy Woodpecker', 'Hairy Woodpecker']
Pileated Woodpecker_29 ['Red-bellied Woodpecker', 'Red-headed Woodpecker', 'Red-breasted Sapsucker']
Red-bellied Woodpecker_447 ['Downy Woodpecker', 'Hairy Woodpecker', 'White-headed Woodpecker']
Red-bellied Woodpecker_448 ['Black-and-white Warbler', 'Black-throated Blue Warbler', 'Black-capped Chickadee']
Red-bellied Woodpecker_449 ['Black-capped Chickadee', 'White-breasted Nuthatch', 'Black-throated Sparrow']
Red-cockaded Woodpecker_378 ['Red-bellied Woodpecker', 'Red-headed Woodpecker', 'Red-naped Sapsucker']
Red-cockaded Woodpecker_379 ['Red-winged Blackbird', 'House Finch', 'Ruby-crowned Kinglet']
Red-cockaded Woodpecker_380 ['Red-headed Woodpecker', 'Red-breasted Nuthatch', 'Red-winged Blackbird']
Red-headed Woodpecker_48 ['Downy Woodpecker', 'Hairy Woodpecker', 'Red-bellied Woodpecker']
Red-headed Woodpecker_49 ['Black-capped Chickadee', 'Red-breasted Nuthatch', 'Downy Woodpecker']
Red-headed Woodpecker_50 ['Black-and-white Warbler', 'Black-and-white Mannikin', 'Black-and-white Hawk-Eagle']
Downy Woodpecker_363 ['White-crowned Sparrow', 'White-winged Dove', 'White-throated Sparrow']
